instance_id,rdf:type,oa:hasTarget,oa:hasBodyValue,prov:wasGeneratedBy
viewsari:annotation_25408,"oa:Annotation, prov:Entity",viewsari:textchunk_25408,himself of him,viewsari:cooccurrence_extraction_buo-cal_1
viewsari:annotation_25409,"oa:Annotation, prov:Entity",viewsari:textchunk_25409,Daniello; and with this Michelagnolo,viewsari:cooccurrence_extraction_buo-ric_2
viewsari:annotation_25410,"oa:Annotation, prov:Entity",viewsari:textchunk_25410,"his place Nanni di Baccio Bigio, who came in and was accepted by the superintendents. Before very long he gave orders to make a scaffolding of wood from the side of the Pope's stables, where the hill is, to rise above the great recess that is turned towards that side, and caused some stout beams of fir to be cut, saying that too many ropes were consumed in drawing up the materials, and that it was better to raise them by his method. Which having heard, Michelagnolo went straight to the Pope, who was on the Piazza di Campidoglio, and made so much noise that his Holiness made him go at once into a room, where he said: ""Holy Father, there has been appointed as my substitute by the deputies a man of whom I know nothing; but if they are convinced, and also your Holiness, that I am no longer the proper man, I will return to rest in Florence, where I will enjoy the favours of that great Duke who has so long desired me, and will finish my life in my own house; I therefore beg your gracious leave."" The Pope was vexed at this, and, consoling him with kind words, ordained that he should come to speak with him on the following day at the Araceli. There, having caused the deputies of the fabric to be assembled together, he desired to be informed of the reasons of what had happened: whereupon their answer was that the fabric was going to ruin, and that errors were being made in it. Which having heard not to be the truth, the Pope commanded Signor Gabrio Scerbellone that he should go to see the fabric for himself, and that Nanni, who was making these assertions",viewsari:cooccurrence_extraction_big-ric_1
viewsari:annotation_25411,"oa:Annotation, prov:Entity",viewsari:textchunk_25411,"Michelagnolo should be carried into execution with the utmost fidelity, so that, when the architects Pirro Ligorio",viewsari:cooccurrence_extraction_buo-lig_1
viewsari:annotation_25412,"oa:Annotation, prov:Entity",viewsari:textchunk_25412,"Marcello in a picture in the Church of S. Giovanni Laterano, the design of which belongs to Duke Cosimo de' Medici, having been presented after Michelagnolo's",viewsari:cooccurrence_extraction_buo-ven_1
viewsari:annotation_25413,"oa:Annotation, prov:Entity",viewsari:textchunk_25413,him with his,viewsari:cooccurrence_extraction_buo-con_1
viewsari:annotation_25414,"oa:Annotation, prov:Entity",viewsari:textchunk_25414,"he left, but the gates are still standing."" Vasari, sent by Julius III to Michelagnolo's",viewsari:cooccurrence_extraction_buo-ghi_2_02
viewsari:annotation_25415,"oa:Annotation, prov:Entity",viewsari:textchunk_25415,"Michelagnolo, that he",viewsari:cooccurrence_extraction_buo-men_1
viewsari:annotation_25416,"oa:Annotation, prov:Entity",viewsari:textchunk_25416,him his,viewsari:cooccurrence_extraction_buo-top_1
viewsari:annotation_25417,"oa:Annotation, prov:Entity",viewsari:textchunk_25417,"him with beautiful invention and manner, there was on the left hand the statue of Sculpture, wrought very well by the sculptor Antonio di Gino Lorenzi. In the fourth of those four scenes, which faced towards the organ, there could be seen, to suggest Poetry, Michelagnolo",viewsari:cooccurrence_extraction_buo-min_1
viewsari:annotation_25418,"oa:Annotation, prov:Entity",viewsari:textchunk_25418,"his right hand, were figures considerably larger than life of the most famous and most highly celebrated sculptors and painters of antiquity. Each of these could be recognized by some notable sign; Praxiteles by the Satyr that is in the Vigna of Pope Julius III, Apelles by the portrait of Alexander the Great, Zeuxis by a little panel on which were figured the grapes that deceived the birds, and Parrhasius",viewsari:cooccurrence_extraction_buo-par_1
viewsari:annotation_25419,"oa:Annotation, prov:Entity",viewsari:textchunk_25419,"his right hand, were figures considerably larger than life of the most famous and most highly celebrated sculptors and painters of antiquity. Each of these could be recognized by some notable sign; Praxiteles by the Satyr that is in the Vigna of Pope Julius III, Apelles by the portrait of Alexander the Great, Zeuxis by a little panel on which were figured the grapes that deceived the birds, and Parrhasius with the covering counterfeited in painting over his picture; and, even as these, so the others were known by other signs. On the left hand were those who have been illustrious in these arts in our own centuries, from Cimabue to the present day. Thus Giotto",viewsari:cooccurrence_extraction_buo-gio_1
viewsari:annotation_25420,"oa:Annotation, prov:Entity",viewsari:textchunk_25420,"his right hand, were figures considerably larger than life of the most famous and most highly celebrated sculptors and painters of antiquity. Each of these could be recognized by some notable sign; Praxiteles by the Satyr that is in the Vigna of Pope Julius III, Apelles by the portrait of Alexander the Great, Zeuxis by a little panel on which were figured the grapes that deceived the birds, and Parrhasius with the covering counterfeited in painting over his picture; and, even as these, so the others were known by other signs. On the left hand were those who have been illustrious in these arts in our own centuries, from Cimabue to the present day. Thus Giotto could be recognized there by a little panel on which was seen the portrait of Dante as a young man, in the manner in which he may be seen in S. Croce, painted by Giotto himself; Masaccio",viewsari:cooccurrence_extraction_buo-mas_1
viewsari:annotation_25421,"oa:Annotation, prov:Entity",viewsari:textchunk_25421,"his right hand, were figures considerably larger than life of the most famous and most highly celebrated sculptors and painters of antiquity. Each of these could be recognized by some notable sign; Praxiteles by the Satyr that is in the Vigna of Pope Julius III, Apelles by the portrait of Alexander the Great, Zeuxis by a little panel on which were figured the grapes that deceived the birds, and Parrhasius with the covering counterfeited in painting over his picture; and, even as these, so the others were known by other signs. On the left hand were those who have been illustrious in these arts in our own centuries, from Cimabue to the present day. Thus Giotto could be recognized there by a little panel on which was seen the portrait of Dante as a young man, in the manner in which he may be seen in S. Croce, painted by Giotto himself; Masaccio by his portrait from life, Donatello likewise by his portrait, and also by his Zuccone from the Campanile, which was by his side, and Filippo Brunelleschi",viewsari:cooccurrence_extraction_bru-buo_2
viewsari:annotation_25422,"oa:Annotation, prov:Entity",viewsari:textchunk_25422,"his picture; and, even as these, so the others were known by other signs. On the left hand were those who have been illustrious in these arts in our own centuries, from Cimabue to the present day. Thus Giotto",viewsari:cooccurrence_extraction_gio-par_1
viewsari:annotation_25423,"oa:Annotation, prov:Entity",viewsari:textchunk_25423,"his picture; and, even as these, so the others were known by other signs. On the left hand were those who have been illustrious in these arts in our own centuries, from Cimabue to the present day. Thus Giotto could be recognized there by a little panel on which was seen the portrait of Dante as a young man, in the manner in which he may be seen in S. Croce, painted by Giotto himself; Masaccio",viewsari:cooccurrence_extraction_mas-par_1
viewsari:annotation_25424,"oa:Annotation, prov:Entity",viewsari:textchunk_25424,"his picture; and, even as these, so the others were known by other signs. On the left hand were those who have been illustrious in these arts in our own centuries, from Cimabue to the present day. Thus Giotto could be recognized there by a little panel on which was seen the portrait of Dante as a young man, in the manner in which he may be seen in S. Croce, painted by Giotto himself; Masaccio by his portrait from life, Donatello",viewsari:cooccurrence_extraction_don-par_1
viewsari:annotation_25425,"oa:Annotation, prov:Entity",viewsari:textchunk_25425,"his picture; and, even as these, so the others were known by other signs. On the left hand were those who have been illustrious in these arts in our own centuries, from Cimabue to the present day. Thus Giotto could be recognized there by a little panel on which was seen the portrait of Dante as a young man, in the manner in which he may be seen in S. Croce, painted by Giotto himself; Masaccio by his portrait from life, Donatello likewise by his portrait, and also by his Zuccone from the Campanile, which was by his side, and Filippo Brunelleschi",viewsari:cooccurrence_extraction_bru-par_1
viewsari:annotation_25426,"oa:Annotation, prov:Entity",viewsari:textchunk_25426,himself; Masaccio,viewsari:cooccurrence_extraction_gio-mas_1
viewsari:annotation_25427,"oa:Annotation, prov:Entity",viewsari:textchunk_25427,"himself; Masaccio by his portrait from life, Donatello",viewsari:cooccurrence_extraction_don-gio_1
viewsari:annotation_25428,"oa:Annotation, prov:Entity",viewsari:textchunk_25428,"himself; Masaccio by his portrait from life, Donatello likewise by his portrait, and also by his Zuccone from the Campanile, which was by his side, and Filippo Brunelleschi",viewsari:cooccurrence_extraction_bru-gio_1
viewsari:annotation_25429,"oa:Annotation, prov:Entity",viewsari:textchunk_25429,"his portrait from life, Donatello",viewsari:cooccurrence_extraction_don-mas_1
viewsari:annotation_25430,"oa:Annotation, prov:Entity",viewsari:textchunk_25430,"his portrait from life, Donatello likewise by his portrait, and also by his Zuccone from the Campanile, which was by his side, and Filippo Brunelleschi",viewsari:cooccurrence_extraction_bru-mas_2
viewsari:annotation_25431,"oa:Annotation, prov:Entity",viewsari:textchunk_25431,"his side, and Filippo Brunelleschi",viewsari:cooccurrence_extraction_bru-don_2
viewsari:annotation_25432,"oa:Annotation, prov:Entity",viewsari:textchunk_25432,he employed such interest that he,viewsari:cooccurrence_extraction_pri-rom_1
viewsari:annotation_25433,"oa:Annotation, prov:Entity",viewsari:textchunk_25433,"his designs and in great part adorned with stucco-work and pictures, Primaticcio",viewsari:cooccurrence_extraction_pri-ros_1
viewsari:annotation_25434,"oa:Annotation, prov:Entity",viewsari:textchunk_25434,Prospero to him,viewsari:cooccurrence_extraction_fon-pri_1
viewsari:annotation_25435,"oa:Annotation, prov:Entity",viewsari:textchunk_25435,Tiziano and Giorgione,viewsari:cooccurrence_extraction_cas-vec_1
viewsari:annotation_25436,"oa:Annotation, prov:Entity",viewsari:textchunk_25436,the said Giovanni. He,viewsari:cooccurrence_extraction_ber-vec_1
viewsari:annotation_25437,"oa:Annotation, prov:Entity",viewsari:textchunk_25437,"he might see Rome, Raffaello da Urbino",viewsari:cooccurrence_extraction_san-vec_1
viewsari:annotation_25438,"oa:Annotation, prov:Entity",viewsari:textchunk_25438,"Giorgione ever gained in all their lives. Then he was invited to Rome by Bembo, whom he had already portrayed, and who was at that time Secretary to Pope Leo X, to the end that he might see Rome, Raffaello da Urbino",viewsari:cooccurrence_extraction_cas-san_2
viewsari:annotation_25439,"oa:Annotation, prov:Entity",viewsari:textchunk_25439,"Tiziano found that a number of gentlemen, who had taken Pordenone",viewsari:cooccurrence_extraction_lic-vec_1
viewsari:annotation_25440,"oa:Annotation, prov:Entity",viewsari:textchunk_25440,"he painted, for the adornment of a room among those of Giulio Romano",viewsari:cooccurrence_extraction_rom-vec_1
viewsari:annotation_25441,"oa:Annotation, prov:Entity",viewsari:textchunk_25441,his portraits. Michelagnolo,viewsari:cooccurrence_extraction_buo-vec_1
viewsari:annotation_25442,"oa:Annotation, prov:Entity",viewsari:textchunk_25442,"his brother, painters of Brescia. He",viewsari:cooccurrence_extraction_ros-vec_1
viewsari:annotation_25443,"oa:Annotation, prov:Entity",viewsari:textchunk_25443,him. He,viewsari:cooccurrence_extraction_bor-cas_1
viewsari:annotation_25444,"oa:Annotation, prov:Entity",viewsari:textchunk_25444,he took it out of his,viewsari:cooccurrence_extraction_bor-vec_1
viewsari:annotation_25445,"oa:Annotation, prov:Entity",viewsari:textchunk_25445,"him. And such were the reciprocal friendliness and love between these two, as it were between father and son, that Jacopo",viewsari:cooccurrence_extraction_con-san_2
viewsari:annotation_25446,"oa:Annotation, prov:Entity",viewsari:textchunk_25446,Andrea del Sarto and Jacopo Sansovino,viewsari:cooccurrence_extraction_san-sar_3
viewsari:annotation_25447,"oa:Annotation, prov:Entity",viewsari:textchunk_25447,"his being an older master, rather than to Sansovino",viewsari:cooccurrence_extraction_mon-san_1
viewsari:annotation_25448,"oa:Annotation, prov:Entity",viewsari:textchunk_25448,"Nanni, being then his",viewsari:cooccurrence_extraction_san-ung_1
viewsari:annotation_25449,"oa:Annotation, prov:Entity",viewsari:textchunk_25449,"Andrea, they gave one another very great assistance. And that this is true a proof is that in the altar-piece of S. Francesco, belonging to the Nuns of the Via Pentolini, there is a S. John the Evangelist which was copied from a most beautiful model in clay that Sansovino made in those days in competition with Baccio da Montelupo",viewsari:cooccurrence_extraction_mon-sar_1
viewsari:annotation_25450,"oa:Annotation, prov:Entity",viewsari:textchunk_25450,"Andrea, they gave one another very great assistance. And that this is true a proof is that in the altar-piece of S. Francesco, belonging to the Nuns of the Via Pentolini, there is a S. John the Evangelist which was copied from a most beautiful model in clay that Sansovino made in those days in competition with Baccio da Montelupo; for the Guild of Por Santa Maria wished to have a bronze statue of four braccia made for a niche at the corner of Orsanmichele, opposite to the Wool-Shearers, for which Jacopo made a more beautiful model in clay than Baccio, but nevertheless it was allotted to Montelupo, from his being an older master, rather than to Sansovino, although his work, young as he was, was the better. That model, which is a very beautiful thing, is now in the possession of the heirs of Nanni Unghero",viewsari:cooccurrence_extraction_sar-ung_2
viewsari:annotation_25451,"oa:Annotation, prov:Entity",viewsari:textchunk_25451,"his being an older master, rather than to Sansovino, although his work, young as he was, was the better. That model, which is a very beautiful thing, is now in the possession of the heirs of Nanni Unghero",viewsari:cooccurrence_extraction_mon-ung_1
viewsari:annotation_25452,"oa:Annotation, prov:Entity",viewsari:textchunk_25452,Raffaello that Sansovino,viewsari:cooccurrence_extraction_san-san_1_12
viewsari:annotation_25453,"oa:Annotation, prov:Entity",viewsari:textchunk_25453,"Bramante, then, desiring that Sansovino",viewsari:cooccurrence_extraction_san-urb_1_06
viewsari:annotation_25454,"oa:Annotation, prov:Entity",viewsari:textchunk_25454,"Pietro, having seen the beautiful manner of Sansovino",viewsari:cooccurrence_extraction_per-san_1_05
viewsari:annotation_25455,"oa:Annotation, prov:Entity",viewsari:textchunk_25455,Bandinelli and hated Sansovino,viewsari:cooccurrence_extraction_ban-san_1
viewsari:annotation_25456,"oa:Annotation, prov:Entity",viewsari:textchunk_25456,"him; whereupon Jacopo, setting to work, displayed such diligence and so much grace in restoring them, that the Pope and all who saw them judged that nothing better could be done. These praises so spurred Sansovino to surpass himself, that, having given himself beyond measure to his studies, and being, also, somewhat delicate in constitution and suffering from some excess such as young men commit, he became so ill that he was forced for the sake of his life to return to Florence, where, profiting by his native air, by the advantage of his youth, and by the diligence and care of the physicians, in a short time he completely recovered. Now Messer Piero Pitti was arranging at that time to have a Madonna of marble made for that façade of the Mercato Nuovo in Florence where the clock is, and it appeared to him, since there were in Florence many young men of ability and also old masters, that the work should be given to that one among them who might make the best model. Whereupon one was given to Baccio da Montelupo to execute, one to Zaccheria Zacchi of Volterra, who had likewise returned to Florence the same year, another to Baccio Bandinelli",viewsari:cooccurrence_extraction_ban-urb_1
viewsari:annotation_25457,"oa:Annotation, prov:Entity",viewsari:textchunk_25457,his master,viewsari:cooccurrence_extraction_fab-san_1
viewsari:annotation_25458,"oa:Annotation, prov:Entity",viewsari:textchunk_25458,"he had made at each of the four corners of that church a tribune, and a larger tribune in the centre, after the likeness of the plan that Sebastiano Serlio",viewsari:cooccurrence_extraction_san-ser_1
viewsari:annotation_25459,"oa:Annotation, prov:Entity",viewsari:textchunk_25459,he came under Sansovino,viewsari:cooccurrence_extraction_lom-san_1
viewsari:annotation_25460,"oa:Annotation, prov:Entity",viewsari:textchunk_25460,"Sansovino, who taught him",viewsari:cooccurrence_extraction_sal-san_1_02
viewsari:annotation_25461,"oa:Annotation, prov:Entity",viewsari:textchunk_25461,"Sansovino, he",viewsari:cooccurrence_extraction_lug-san_1
viewsari:annotation_25462,"oa:Annotation, prov:Entity",viewsari:textchunk_25462,"This Bartolommeo, I say, worked under Sansovino",viewsari:cooccurrence_extraction_amm-san_1
viewsari:annotation_25463,"oa:Annotation, prov:Entity",viewsari:textchunk_25463,him; nor of other disciples of Sansovino,viewsari:cooccurrence_extraction_cat-san_1
viewsari:annotation_25464,"oa:Annotation, prov:Entity",viewsari:textchunk_25464,himself under Antonio da San Gallo,viewsari:cooccurrence_extraction_big-san_1
viewsari:annotation_25465,"oa:Annotation, prov:Entity",viewsari:textchunk_25465,his master Pontormo,viewsari:cooccurrence_extraction_bro-pon_2
viewsari:annotation_25466,"oa:Annotation, prov:Entity",viewsari:textchunk_25466,his master,viewsari:cooccurrence_extraction_all-bro_1
viewsari:annotation_25467,"oa:Annotation, prov:Entity",viewsari:textchunk_25467,"so great a master, and that he is seeking by diligence and continual study to arrive at that rarest perfection which is desired by beautiful and exalted intellects. He has painted and executed all with his own hand the Chapel of the Montaguti in the Church of the Nunziata—namely, the altar-piece in oils, and the walls and vaulting in fresco. In the altar-piece is Christ on high, and the Madonna, in the act of judging, with many figures in various attitudes and executed very well, copied from the Judgment of Michelagnolo Buonarroti",viewsari:cooccurrence_extraction_bro-buo_1
viewsari:annotation_25468,"oa:Annotation, prov:Entity",viewsari:textchunk_25468,he having sought in the nudes to imitate Michelagnolo,viewsari:cooccurrence_extraction_all-buo_1
viewsari:annotation_25469,"oa:Annotation, prov:Entity",viewsari:textchunk_25469,"Battista is carrying to completion excellently well, with certain little boys, and the figure of Buonarroti himself",viewsari:cooccurrence_extraction_buo-lor_1
